,player_id,season,team_x,tournament,apps,mins,goals,assists,yels,reds,shoots_per_game,pass_success,overall_ratings,tackles,intercepts,fouls,offsides_won,clear,drb,blocks,key_pass,drb_won,fouls_given,offsides_given,dispossessed,turnover,total_pass,crosses,long_pass,Name,team_y,Current Team,Shirt Number,Height,birth_date,Nationality,Positions,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10
0,247454,2022/2023,Arsenal,EPL,36,3074,15,,4,0,2.6,84.1,7.29,1,,0.8,0,0.3,0.9,7.29,2,1.3,0.7,0,1.3,1.2,45.6,0.5,1.5,Martin Ødegaard,,Arsenal,8,178cm,17-12-1998,Norway,"Attacking Midfielder (Centre, Right)",7.11,7.98,6.32,7.43,7.46,5.94,8.76,8.13,5.95,5.64
1,247454,2021/2022,Arsenal,EPL,32(4),2793,7,,4,0,1.5,86,6.91,1.4,,0.8,0.1,0.3,1.1,6.91,2.1,0.7,0.6,0.1,1.3,1.1,43.3,0.5,1.2,Martin Ødegaard,,Arsenal,8,178cm,17-12-1998,Norway,"Attacking Midfielder (Centre, Right)",7.11,7.98,6.32,7.43,7.46,5.94,8.76,8.13,5.95,5.64
2,247454,2020/2021,Arsenal,EPL,9(5),866,1,,0,0,1.1,90.9,6.72,0.6,,0.1,0,0.4,0.7,6.72,1.4,0.9,0.6,0.1,0.8,1,35.4,0.7,0.9,Martin Ødegaard,,Arsenal,8,178cm,17-12-1998,Norway,"Attacking Midfielder (Centre, Right)",7.11,7.98,6.32,7.43,7.46,5.94,8.76,8.13,5.95,5.64
0,380706,2022/2023,Arsenal,EPL,34(2),2806,15,,3,0,2.2,82.4,7.25,0.9,,1.1,0,0.3,0.4,7.25,1.6,1.7,1,0.2,1.6,2.3,27.1,0.5,1,Gabriel Martinelli,,Arsenal,11,178cm,18-06-2001,Brazil,"Attacking Midfielder (Left), Forward",6.6,7.76,8.48,8.43,7.6,8.26,5.95,5.8,7.77,6.37
1,380706,2021/2022,Arsenal,EPL,21(8),1866,6,,1,1,1.8,79.7,6.86,0.9,,0.8,0,0.4,0.7,6.86,1.2,1.6,0.7,0.3,1.2,2,18.1,0.4,0.5,Gabriel Martinelli,,Arsenal,11,178cm,18-06-2001,Brazil,"Attacking Midfielder (Left), Forward",6.6,7.76,8.48,8.43,7.6,8.26,5.95,5.8,7.77,6.37
2,380706,2020/2021,Arsenal,EPL,7(7),588,2,,0,0,1.4,79.9,6.66,0.5,,0.6,0,0.2,0.4,6.66,0.6,0.9,0.3,0.1,0.5,1.6,10.3,0.4,0.2,Gabriel Martinelli,,Arsenal,11,178cm,18-06-2001,Brazil,"Attacking Midfielder (Left), Forward",6.6,7.76,8.48,8.43,7.6,8.26,5.95,5.8,7.77,6.37
3,380706,2019/2020,Arsenal,EPL,6(8),657,3,,1,0,0.9,69.8,6.40,1.4,,0.6,0,0.4,0.9,6.40,0.1,0.6,0.7,0.1,0.9,2.1,8.3,0,0.1,Gabriel Martinelli,,Arsenal,11,178cm,18-06-2001,Brazil,"Attacking Midfielder (Left), Forward",6.6,7.76,8.48,8.43,7.6,8.26,5.95,5.8,7.77,6.37
0,238940,2022/2023,Arsenal,EPL,27(5),2397,3,,5,0,0.9,87.8,7.05,2.1,,1.1,0.1,1.2,0.8,7.05,0.8,1,0.7,0,0.6,1,59.1,0.1,3.3,Thomas Partey,,Arsenal,5,185cm,13-06-1993,Ghana,"Defender (Right), Midfielder (Centre, Right)",N/A,6.76,7.49,6.03,7.03,6.29,5.95,6.24,6.06,7.13
1,238940,2021/2022,Arsenal,EPL,23(1),2032,2,,5,0,1.8,85.6,6.96,1.8,,1.4,0,1.4,1.1,6.96,0.7,1.5,0.7,0,0.7,1.4,50.2,0,3,Thomas Partey,,Arsenal,5,185cm,13-06-1993,Ghana,"Defender (Right), Midfielder (Centre, Right)",N/A,6.76,7.49,6.03,7.03,6.29,5.95,6.24,6.06,7.13
2,238940,2020/2021,Arsenal,EPL,18(6),1537,0,,5,0,1.1,87.2,6.75,1.8,,0.8,0,0.6,1.3,6.75,0.5,1.2,0.7,0,0.4,0.9,47.5,0,2.7,Thomas Partey,,Arsenal,5,185cm,13-06-1993,Ghana,"Defender (Right), Midfielder (Centre, Right)",N/A,6.76,7.49,6.03,7.03,6.29,5.95,6.24,6.06,7.13
0,89401,2022/2023,Arsenal,EPL,35(1),2929,5,,5,0,1,86.4,6.94,0.9,,0.7,0.1,1.1,0.7,6.94,1.3,0.4,1.1,0.1,0.7,0.9,43,0.1,1.9,Granit Xhaka,,Arsenal,34,186cm,27-09-1992,Switzerland,"Defender (Left), Midfielder (Centre)",8.89,6.93,7.86,6.49,6.95,6.34,8.09,7.18,6.13,6.08
1,89401,2021/2022,Arsenal,EPL,27,2331,1,,10,1,1,86.8,6.67,1.2,,1.1,0.1,1,0.9,6.67,1.2,0.7,0.7,0.1,0.9,0.9,57.1,0.3,2,Granit Xhaka,,Arsenal,34,186cm,27-09-1992,Switzerland,"Defender (Left), Midfielder (Centre)",8.89,6.93,7.86,6.49,6.95,6.34,8.09,7.18,6.13,6.08
2,89401,2020/2021,Arsenal,EPL,29(2),2522,1,,7,1,0.7,90.2,6.73,1.6,,1.3,0,1.2,0.9,6.73,0.5,0.3,1.2,0,0.4,0.6,70.6,0.1,4.2,Granit Xhaka,,Arsenal,34,186cm,27-09-1992,Switzerland,"Defender (Left), Midfielder (Centre)",8.89,6.93,7.86,6.49,6.95,6.34,8.09,7.18,6.13,6.08
3,89401,2019/2020,Arsenal,EPL,30(1),2591,1,,10,0,0.4,88.1,6.78,1.5,,1.8,0.1,1.8,1,6.78,0.5,0.8,1,0,0.4,0.9,61.4,0.1,4.1,Granit Xhaka,,Arsenal,34,186cm,27-09-1992,Switzerland,"Defender (Left), Midfielder (Centre)",8.89,6.93,7.86,6.49,6.95,6.34,8.09,7.18,6.13,6.08
4,89401,2018/2019,Arsenal,EPL,29,2502,4,,10,0,1,85.3,7.03,1.8,,1.6,0.2,1.9,1.2,7.03,1.4,0.2,1.8,0,0.6,0.6,77.4,1.1,5.5,Granit Xhaka,,Arsenal,34,186cm,27-09-1992,Switzerland,"Defender (Left), Midfielder (Centre)",8.89,6.93,7.86,6.49,6.95,6.34,8.09,7.18,6.13,6.08
5,89401,2017/2018,Arsenal,EPL,37(1),3266,1,,10,0,1.7,86.9,7.02,2.1,,1.5,0.1,1.7,1.1,7.02,1,0.5,1.1,0,0.5,0.9,82,0.8,4.9,Granit Xhaka,,Arsenal,34,186cm,27-09-1992,Switzerland,"Defender (Left), Midfielder (Centre)",8.89,6.93,7.86,6.49,6.95,6.34,8.09,7.18,6.13,6.08
6,89401,2016/2017,Arsenal,EPL,28(4),2486,2,,5,2,1.1,89.4,6.96,2.4,,1.2,0,1,1.3,6.96,1.1,0.6,0.6,0,0.7,0.6,71.8,0.2,5.7,Granit Xhaka,,Arsenal,34,186cm,27-09-1992,Switzerland,"Defender (Left), Midfielder (Centre)",8.89,6.93,7.86,6.49,6.95,6.34,8.09,7.18,6.13,6.08
0,273257,2022/2023,Arsenal,EPL,26(1),2135,1,,3,0,1,87.8,6.86,1.5,,0.2,0.4,1.1,0.7,6.86,0.7,0.6,0.4,0,0.6,0.6,63.6,0.3,2.3,Oleksandr Zinchenko,,Arsenal,35,175cm,15-12-1996,Ukraine,"Defender (Left), Midfielder (Centre, Left, Right)",6.92,6.97,6.77,6.44,7.05,6.59,5.73,6.08,7.06,6.86
1,273257,2021/2022,Man City,EPL,10(5),1045,0,,0,0,0.8,90.7,7.05,1.3,,0.7,0.3,0.7,0.6,7.05,1.1,0.5,0.1,0.1,0.4,0.7,64.7,0.3,1.6,Oleksandr Zinchenko,,Arsenal,35,175cm,15-12-1996,Ukraine,"Defender (Left), Midfielder (Centre, Left, Right)",6.92,6.97,6.77,6.44,7.05,6.59,5.73,6.08,7.06,6.86
2,273257,2020/2021,Man City,EPL,15(5),1474,0,,0,0,0.8,89.8,6.84,1.3,,0.5,0.2,1.3,0.5,6.84,0.8,0.3,0.2,0.1,0.3,0.8,68.4,0.3,1.5,Oleksandr Zinchenko,,Arsenal,35,175cm,15-12-1996,Ukraine,"Defender (Left), Midfielder (Centre, Left, Right)",6.92,6.97,6.77,6.44,7.05,6.59,5.73,6.08,7.06,6.86
3,273257,2019/2020,Man City,EPL,13(6),1273,0,,0,1,0.8,90.7,6.70,1.6,,0.7,0.3,1,0.8,6.70,1.1,0.2,0.1,0.1,0.4,0.7,63.7,0.7,1.7,Oleksandr Zinchenko,,Arsenal,35,175cm,15-12-1996,Ukraine,"Defender (Left), Midfielder (Centre, Left, Right)",6.92,6.97,6.77,6.44,7.05,6.59,5.73,6.08,7.06,6.86
4,273257,2018/2019,Man City,EPL,14,1153,0,,1,0,0.5,91.5,7.19,2.4,,1.1,0,1.1,1.4,7.19,0.9,0.4,0.4,0.1,0.4,0.5,84.6,0.5,2.6,Oleksandr Zinchenko,,Arsenal,35,175cm,15-12-1996,Ukraine,"Defender (Left), Midfielder (Centre, Left, Right)",6.92,6.97,6.77,6.44,7.05,6.59,5.73,6.08,7.06,6.86
5,273257,2017/2018,Man City,EPL,6(2),533,0,,1,0,0.6,92.4,7.11,2.9,,0.9,0.1,0.9,0.8,7.11,1,0.4,0.1,0.3,0.3,0.3,84,0,2.1,Oleksandr Zinchenko,,Arsenal,35,175cm,15-12-1996,Ukraine,"Defender (Left), Midfielder (Centre, Left, Right)",6.92,6.97,6.77,6.44,7.05,6.59,5.73,6.08,7.06,6.86
0,334087,2022/2023,Arsenal,EPL,37,3321,3,,5,0,0.9,89.6,6.85,1.3,,0.6,0.7,3.2,0.2,6.85,0.1,0.1,1,0,0.1,0.5,63.2,0,2.3,Gabriel Magalhães,,Arsenal,6,190cm,19-12-1997,Brazil,Defender (Centre),6.62,7.42,7.51,7.28,6.43,5.45,6.66,6.9,5.82,7
1,334087,2021/2022,Arsenal,EPL,35,3068,5,,6,1,0.8,89.5,6.74,1.4,,0.7,0.6,3.1,0.3,6.74,0.3,0.1,1.1,0,0.1,0.5,58.2,0,2.5,Gabriel Magalhães,,Arsenal,6,190cm,19-12-1997,Brazil,Defender (Centre),6.62,7.42,7.51,7.28,6.43,5.45,6.66,6.9,5.82,7
2,334087,2020/2021,Arsenal,EPL,22(1),1997,2,,2,1,0.7,85.7,6.73,1.1,,1,0.5,3.2,0.3,6.73,0.1,0.2,1.1,0,0.3,0.2,67.4,0,2.2,Gabriel Magalhães,,Arsenal,6,190cm,19-12-1997,Brazil,Defender (Centre),6.62,7.42,7.51,7.28,6.43,5.45,6.66,6.9,5.82,7
0,322036,2022/2023,Arsenal,EPL,35(2),2978,2,,5,0,0.3,86.4,6.78,1.6,,0.7,0.4,2,0.7,6.78,0.7,0.2,0.8,0,0.2,0.7,51.6,0.4,1.6,Ben White,,Arsenal,4,186cm,08-10-1997,England,"Defender (Centre, Right), Defensive Midfielder (C)",7.47,7.57,6.41,7.19,6.62,5.77,6.89,6.72,5.94,6.24
1,322036,2021/2022,Arsenal,EPL,32,2880,0,,3,0,0.4,84.6,6.78,1.4,,0.6,0.6,3.2,0.5,6.78,0.4,0.3,0.8,0,0.3,0.6,56.6,0,2.8,Ben White,,Arsenal,4,186cm,08-10-1997,England,"Defender (Centre, Right), Defensive Midfielder (C)",7.47,7.57,6.41,7.19,6.62,5.77,6.89,6.72,5.94,6.24
2,322036,2020/2021,Brighton,EPL,36,3195,0,,3,1,0.3,83.2,6.60,1.4,,0.8,0.3,1.4,0.9,6.60,0.2,0.7,0.3,0,0.3,0.6,48.5,0,2.3,Ben White,,Arsenal,4,186cm,08-10-1997,England,"Defender (Centre, Right), Defensive Midfielder (C)",7.47,7.57,6.41,7.19,6.62,5.77,6.89,6.72,5.94,6.24
0,361822,2022/2023,Arsenal,EPL,27,2416,2,,4,0,0.2,91,6.77,1.3,,0.7,0.5,3,0.1,6.77,0.2,0.3,0.5,0,0.2,0.6,69,0,2.4,William Saliba,,Arsenal,12,192cm,24-03-2001,France,Defender (Centre),6.73,6.26,6.07,6.61,6.9,6.91,6.76,7.54,7.8,6.49
0,113994,2022/2023,Brighton,EPL,16,1326,7,,1,0,2.4,74.4,6.99,0.6,,0.6,0,0,0.4,6.99,1.4,0.9,0.8,0.3,1.6,2.4,29.5,0.6,1.6,Leandro Trossard,,Arsenal,19,172cm,04-12-1994,Belgium,"Midfielder (Centre, Left, Right), Forward",6.36,7.83,5.99,6.11,6.58,6.23,7.17,6.09,5.51,6.11
1,113994,2022/2023,Arsenal,EPL,9(10),851,1,,0,0,0.8,83.5,6.74,0.5,,0.5,0,0,0.5,6.74,1.1,0.7,0.8,0.2,1.2,0.9,19.1,0.8,0.8,Leandro Trossard,,Arsenal,19,172cm,04-12-1994,Belgium,"Midfielder (Centre, Left, Right), Forward",6.36,7.83,5.99,6.11,6.58,6.23,7.17,6.09,5.51,6.11
2,113994,2021/2022,Brighton,EPL,32(2),2812,8,,2,0,2.2,77.9,6.90,1,,0.7,0,0.2,0.8,6.90,1.4,1.6,0.8,0.4,2.1,2.7,32.9,0.4,2.1,Leandro Trossard,,Arsenal,19,172cm,04-12-1994,Belgium,"Midfielder (Centre, Left, Right), Forward",6.36,7.83,5.99,6.11,6.58,6.23,7.17,6.09,5.51,6.11
3,113994,2020/2021,Brighton,EPL,30(5),2622,5,,2,0,1.7,78.8,6.80,0.9,,0.8,0,0.1,0.7,6.80,1.4,1.1,0.9,0.1,1.7,1.9,28.5,0.7,1.6,Leandro Trossard,,Arsenal,19,172cm,04-12-1994,Belgium,"Midfielder (Centre, Left, Right), Forward",6.36,7.83,5.99,6.11,6.58,6.23,7.17,6.09,5.51,6.11
4,113994,2019/2020,Brighton,EPL,22(9),2016,5,,0,0,1.3,74.5,6.54,0.7,,0.5,0,0.2,1,6.54,1.4,0.9,0.4,0.1,1.1,1.6,22.9,0.6,1.3,Leandro Trossard,,Arsenal,19,172cm,04-12-1994,Belgium,"Midfielder (Centre, Left, Right), Forward",6.36,7.83,5.99,6.11,6.58,6.23,7.17,6.09,5.51,6.11
0,342564,2022/2023,Arsenal,EPL,0(10),173,3,,0,0,1.1,89.4,6.68,0.4,,0.8,0,0.3,0.2,6.68,0.7,0.7,0.4,0,0.9,0.1,9.4,0.3,0.2,Reiss Nelson,,Arsenal,24,175cm,10-12-1999,England,"Midfielder (Left, Right)",8.35,7.42,6.47,6.67,6.13,6.5,6.2,5.94,6.13,6.12
1,342564,2021/2022,Arsenal,EPL,0(1),19,0,,0,0,1,66.7,6.04,1,,0,0,0,1,6.04,1,0,0,0,0,0,12,0,0,Reiss Nelson,,Arsenal,24,175cm,10-12-1999,England,"Midfielder (Left, Right)",8.35,7.42,6.47,6.67,6.13,6.5,6.2,5.94,6.13,6.12
2,342564,2020/2021,Arsenal,EPL,0(2),70,0,,0,0,0.5,82.4,6.20,0.5,,1,0,0.5,0,6.20,0,0.5,0.5,0,1,0,8.5,1,1,Reiss Nelson,,Arsenal,24,175cm,10-12-1999,England,"Midfielder (Left, Right)",8.35,7.42,6.47,6.67,6.13,6.5,6.2,5.94,6.13,6.12
3,342564,2019/2020,Arsenal,EPL,7(10),628,1,,1,0,0.6,85.5,6.40,0.6,,0.5,0,0.1,0.6,6.40,0.5,1,0.5,0.2,0.8,0.9,12.2,0.5,0.6,Reiss Nelson,,Arsenal,24,175cm,10-12-1999,England,"Midfielder (Left, Right)",8.35,7.42,6.47,6.67,6.13,6.5,6.2,5.94,6.13,6.12
4,342564,2017/2018,Arsenal,EPL,2(1),146,0,,0,0,0.7,92.4,6.44,1.3,,0,0,0,0,6.44,0.3,0.3,0.7,0,0.3,1.7,26.3,0,0.3,Reiss Nelson,,Arsenal,24,175cm,10-12-1999,England,"Midfielder (Left, Right)",8.35,7.42,6.47,6.67,6.13,6.5,6.2,5.94,6.13,6.12
0,316858,2022/2023,Arsenal,EPL,37,3330,0,,1,0,0,63.3,6.63,0,,0,0,0.9,0,6.63,0,0,0.1,0,0,0,24.5,0,3.6,Aaron Ramsdale,,Arsenal,1,188cm,14-05-1998,England,Goalkeeper,7.08,6.91,6.93,5.95,5.09,6.72,6.83,7.92,5.83,6.27
1,316858,2021/2022,Arsenal,EPL,34,3060,0,,1,0,0,62.6,6.65,0.1,,0,0,1.1,0,6.65,0,0,0.1,0,0,0,29.7,0,4.7,Aaron Ramsdale,,Arsenal,1,188cm,14-05-1998,England,Goalkeeper,7.08,6.91,6.93,5.95,5.09,6.72,6.83,7.92,5.83,6.27
2,316858,2020/2021,Sheff Utd,EPL,38,3420,0,,1,0,0,43.4,6.55,0,,0,0,0.9,0,6.55,0.1,0.1,0.1,0,0,0.1,26.8,0,7.4,Aaron Ramsdale,,Arsenal,1,188cm,14-05-1998,England,Goalkeeper,7.08,6.91,6.93,5.95,5.09,6.72,6.83,7.92,5.83,6.27
3,316858,2019/2020,Bournemouth,EPL,37,3330,0,,0,0,0,52,6.69,0.1,,0,0,1.1,0,6.69,0.1,0,0.1,0,0,0,25.5,0,5.5,Aaron Ramsdale,,Arsenal,1,188cm,14-05-1998,England,Goalkeeper,7.08,6.91,6.93,5.95,5.09,6.72,6.83,7.92,5.83,6.27
0,106968,2022/2023,Arsenal,EPL,8(5),765,0,,0,0,0.4,87.5,6.54,1.1,,0.4,0,0.5,1.2,6.54,0.4,0.2,1.4,0,0.6,0.5,51.6,0,1.7,Jorginho,,Arsenal,20,180cm,20-12-1991,Italy,Defensive Midfielder (C),6.42,6,5.54,6.23,6.34,6.28,6.45,7.24,6.39,6.43
1,106968,2022/2023,Chelsea,EPL,15(3),1282,2,,4,0,0.3,85.2,6.65,2.3,,0.7,0.1,0.3,1.3,6.65,0.4,0.3,1.3,0,0.5,0.8,48.8,0,2.1,Jorginho,,Arsenal,20,180cm,20-12-1991,Italy,Defensive Midfielder (C),6.42,6,5.54,6.23,6.34,6.28,6.45,7.24,6.39,6.43
2,106968,2021/2022,Chelsea,EPL,26(3),2279,6,,5,0,0.6,89.3,6.97,2.2,,1,0,0.7,1.9,6.97,0.9,0.6,1.3,0,0.7,0.8,64.9,0,2.1,Jorginho,,Arsenal,20,180cm,20-12-1991,Italy,Defensive Midfielder (C),6.42,6,5.54,6.23,6.34,6.28,6.45,7.24,6.39,6.43
3,106968,2020/2021,Chelsea,EPL,23(5),2014,7,,2,0,0.5,89.2,6.88,2,,1.1,0,0.7,1.6,6.88,0.9,0.6,1,0,0.5,0.7,63.7,0.1,2.7,Jorginho,,Arsenal,20,180cm,20-12-1991,Italy,Defensive Midfielder (C),6.42,6,5.54,6.23,6.34,6.28,6.45,7.24,6.39,6.43
4,106968,2019/2020,Chelsea,EPL,27(4),2384,4,,10,0,0.4,88.4,6.85,2.1,,0.9,0,0.8,1.8,6.85,0.7,0.4,1,0,0.7,0.6,72.8,0,4.3,Jorginho,,Arsenal,20,180cm,20-12-1991,Italy,Defensive Midfielder (C),6.42,6,5.54,6.23,6.34,6.28,6.45,7.24,6.39,6.43
5,106968,2018/2019,Chelsea,EPL,37,3165,2,,8,0,0.5,89.3,6.88,2.1,,0.9,0,0.9,1.4,6.88,0.8,0.4,0.6,0,0.8,0.9,84.3,0,2.5,Jorginho,,Arsenal,20,180cm,20-12-1991,Italy,Defensive Midfielder (C),6.42,6,5.54,6.23,6.34,6.28,6.45,7.24,6.39,6.43
0,345845,2022/2023,Arsenal,EPL,9(20),1062,4,,3,0,1.4,81.7,6.46,0.4,,1,0,0.2,0.2,6.46,0.3,0.5,0.9,0.3,0.7,1,8.5,0,0.1,Eddie Nketiah,,Arsenal,14,175cm,30-05-1999,England,Forward,5.83,8.09,6.21,6.94,6,6.28,5.97,5.91,5.86,5.96
1,345845,2021/2022,Arsenal,EPL,8(13),825,5,,3,0,1.4,77.7,6.60,0.4,,0.8,0,0.2,0.1,6.60,0.6,0.7,0.7,0.2,0.5,1.2,10.7,0,0,Eddie Nketiah,,Arsenal,14,175cm,30-05-1999,England,Forward,5.83,8.09,6.21,6.94,6,6.28,5.97,5.91,5.86,5.96
2,345845,2020/2021,Arsenal,EPL,4(13),415,2,,0,0,0.7,82.4,6.33,0.2,,0.6,0,0.3,0.1,6.33,0.5,0.4,0.6,0,0.3,0.8,5.4,0.1,0,Eddie Nketiah,,Arsenal,14,175cm,30-05-1999,England,Forward,5.83,8.09,6.21,6.94,6,6.28,5.97,5.91,5.86,5.96
3,345845,2019/2020,Arsenal,EPL,7(6),633,2,,0,1,1.2,75,6.40,0.5,,1.2,0,0.4,0.3,6.40,0.4,0.8,0.8,0.2,1.2,1.6,10.8,0,0.2,Eddie Nketiah,,Arsenal,14,175cm,30-05-1999,England,Forward,5.83,8.09,6.21,6.94,6,6.28,5.97,5.91,5.86,5.96
4,345845,2018/2019,Arsenal,EPL,0(5),63,1,,0,0,0.6,90,6.29,0.2,,0.2,0,0.2,0,6.29,0.2,0.4,0.4,0.4,0.6,0.4,4,0,0,Eddie Nketiah,,Arsenal,14,175cm,30-05-1999,England,Forward,5.83,8.09,6.21,6.94,6,6.28,5.97,5.91,5.86,5.96
5,345845,2017/2018,Arsenal,EPL,0(3),17,0,,0,0,0.3,85.7,6.05,0.3,,0.3,0.3,0,0,6.05,0,0,0,0,0.3,0.3,2.3,0,0,Eddie Nketiah,,Arsenal,14,175cm,30-05-1999,England,Forward,5.83,8.09,6.21,6.94,6,6.28,5.97,5.91,5.86,5.96
0,377283,2022/2023,Arsenal,EPL,6(15),656,0,,2,0,0.1,82.5,6.34,1.3,,0.3,0.2,0.7,0.2,6.34,0.2,0,0.1,0,0.2,0.3,19.6,0.2,0.7,Takehiro Tomiyasu,,Arsenal,18,187cm,05-11-1998,Japan,"Defender (Centre, Left, Right)",7.13,N/A,6.27,5.38,6.26,6.03,6.25,7.31,6.37,6.21
1,377283,2021/2022,Arsenal,EPL,20(1),1682,0,,2,0,0.5,81.1,6.83,1.7,,0.8,0.1,2.6,0.5,6.83,0.6,0.4,0.6,0,0.6,1.3,43.9,0.6,1.7,Takehiro Tomiyasu,,Arsenal,18,187cm,05-11-1998,Japan,"Defender (Centre, Left, Right)",7.13,N/A,6.27,5.38,6.26,6.03,6.25,7.31,6.37,6.21
0,394924,2022/2023,Arsenal,EPL,3(18),486,1,,0,0,0.7,84.2,6.32,0.3,,0.1,0,0.1,0.1,6.32,0.6,0.3,0.2,0,0.4,0.6,12.4,0.2,0.2,Fábio Vieira,,Arsenal,21,170cm,30-05-2000,Portugal,"Attacking Midfielder (Centre, Right), Forward",6.93,6.47,6.9,7.35,6.23,5.93,6.09,6.17,6.13,6.19
